,ns,Ts,V0s,Is_0,Is_1,Is_2
0,58170850375.32556,2385.023971374719,-1.6345454773760442,-5.485117468007559e-07,-4.352494407436884e-08,-1.5047824653564614e-07
1,54791243415.631096,2062.081772953303,-0.11556559927579246,-7.423751865588043e-07,-8.23570958234341e-08,-1.7654532705168112e-07
2,52495715153.86514,1501.410457931114,-1.2275966201119521,-5.709156168232775e-07,-5.46362219127742e-08,-1.6320002773223542e-07
3,51561438625.78768,1413.8472504498661,-0.7106491987257517,-6.362670001744657e-07,-6.913334859240184e-08,-1.7393506158540709e-07
4,82427446022.74265,2172.105434335229,-0.6088054277884247,-9.467093973831854e-07,-1.0532067358503888e-07,-2.5395883209247713e-07
5,85476380282.59995,1104.527803771125,-1.487273589005676,-8.08033895391916e-07,-8.15055095119899e-08,-2.9091848811163273e-07
6,108993572930.32983,362.62280693320383,-0.7517641347302157,-1.164662131854132e-06,-2.0438871750012782e-07,-5.690354147743753e-07
7,60527223190.235535,1719.0517095772723,-0.298581391758751,-7.842874051151582e-07,-9.014030741671706e-08,-2.0352975876853856e-07
8,207873415373.75903,1372.062970137144,-0.6864571532831694,-2.0731146978935003e-06,-2.868298969180774e-07,-7.502104247976038e-07
9,104781296157.80748,1891.29432260545,-0.008116885913166172,-1.2993473916767192e-06,-1.691973323290294e-07,-3.6495072120963824e-07
10,250409573500.6552,993.3497019572299,-0.8867146892588254,-2.351878427608602e-06,-3.3618953915918234e-07,-9.5465242898446e-07
11,128680277236.66011,664.4385809340955,-0.10475605817515143,-1.5238607552667033e-06,-2.654618074168088e-07,-6.150860813280116e-07
12,50201821336.34645,964.0767062158848,-0.5610904020654945,-6.486342080657602e-07,-7.884093402686017e-08,-1.9510448753283152e-07
13,124068195347.1243,698.2593195879364,-0.5669446829848392,-1.3623301220276777e-06,-2.139672249414324e-07,-5.533579582985877e-07
14,43454868179.001335,2300.542655492616,-1.3582076863426855,-4.6155677939529416e-07,-3.8757052857451913e-08,-1.1570563900571654e-07
15,162260318572.05695,1797.3203226384771,-0.10491743022916111,-1.8518451327093804e-06,-2.5922081315372764e-07,-5.78051426817705e-07
16,44562318097.91451,2553.7833406930076,-1.5797424335781962,-4.4117866258093146e-07,-3.427593231896287e-08,-1.1226629959009757e-07
17,104155707684.9731,1200.2225724592954,-1.2780274145290929,-1.0066974561036139e-06,-1.1165003273844299e-07,-3.5828545377988884e-07
18,122031394725.77965,1497.2810018292575,-0.8973208081339181,-1.2526463692041574e-06,-1.514947413838453e-07,-4.144395233689291e-07
19,93589252681.35472,753.1352104451116,-0.2468499641091506,-1.1429988792534693e-06,-1.7887513732535648e-07,-4.230388606333505e-07
20,109987124920.34665,1372.9842151753849,-1.666008214470685,-9.519794422315766e-07,-8.759465392578063e-08,-3.4451425609730004e-07
21,51606048933.800835,2665.1188124130035,-1.8798617545705185,-4.573244367077019e-07,-3.143069988669499e-08,-1.2446567930961116e-07
22,50382869002.13763,373.56248168379545,-0.3678475971579722,-6.697359433531333e-07,-1.1241242676897327e-07,-2.7662560741778863e-07
23,142436262546.81708,2770.4564915783085,-1.539359684710315,-1.2239647257035806e-06,-1.1182460984383022e-07,-3.7341107149775767e-07
24,75375372202.3534,300.26076376205606,-1.0446124122355676,-8.023236991487788e-07,-1.306510275746502e-07,-4.0508192423094657e-07
25,82516317734.02725,578.7868150210851,-1.9632065097007814,-6.864274112317557e-07,-5.7048143797944355e-08,-3.201064712540491e-07
26,259386129703.53302,1971.7291869699827,-1.5874405737456123,-2.069165062210182e-06,-2.043688130654527e-07,-7.504084300065001e-07
27,43629942962.94109,2463.6013461826315,-1.1222155294253195,-4.898744379347618e-07,-4.3432242909097406e-08,-1.1741945284766565e-07
28,99095669569.25903,2560.642742948819,-1.7803917991578844,-8.340838901314516e-07,-6.588969084890946e-08,-2.5310647982801114e-07
29,82438206033.15111,410.37814675769584,-0.5441241391448279,-9.650424945340908e-07,-1.6640530096643179e-07,-4.3222320256310423e-07
30,284406353463.21545,2050.719425040241,-0.5320930055246513,-2.8031640160066857e-06,-3.7965462822517936e-07,-9.342368787335386e-07
31,291634845714.87964,2686.2531203021736,-1.403218787837698,-2.4028413616336807e-06,-2.48122539201591e-07,-7.971208872460799e-07
32,78501523275.37083,1719.8464571743305,-0.3880644733984142,-9.555268841670524e-07,-1.1434367205941879e-07,-2.65673450765541e-07
33,55015502946.79064,1172.0793610456176,-0.8610486763472838,-6.523000534818737e-07,-7.271777539689355e-08,-1.9450237467906942e-07
34,69760071665.78178,2371.595565934113,-0.7891464904471457,-7.896307752137983e-07,-8.142693856862726e-08,-2.0311299255393837e-07
35,165338571491.76154,511.25435963509995,-0.03597566454614687,-1.8941657498106924e-06,-3.659921640622618e-07,-8.430701408899317e-07
36,219286461789.23694,975.0144908183054,-0.7696066554410073,-2.1410966654637368e-06,-3.1407521023457435e-07,-8.579641198050725e-07
37,82646187690.88512,1852.472695297287,-0.9238743047643765,-8.914055402946131e-07,-9.625885117155574e-08,-2.573157978393564e-07
38,57331785650.788414,1510.9235208073046,-0.7846602101824882,-6.816195915347456e-07,-7.363471878288068e-08,-1.8908917325566128e-07
39,173594591366.7049,1048.0913191326754,-1.3197535470917834,-1.5514672467486914e-06,-1.8536375382458628e-07,-6.225434376181377e-07
40,155923979653.33902,2459.8002781500904,-1.6089297474545106,-1.3036370465945958e-06,-1.1841870200309473e-07,-4.19787093869235e-07
41,57811065989.484215,2479.2020879682154,-1.4721754521429533,-5.698425927478389e-07,-4.788570616179313e-08,-1.5111304396729295e-07
42,121786247898.39403,715.4195875257435,-0.9360361695122608,-1.2459529718206561e-06,-1.7727556424222849e-07,-5.146094215538478e-07
43,76406820374.12619,1042.4077598120452,-0.7942706978156919,-8.682935585650335e-07,-1.0802645655050501e-07,-2.8876080786026886e-07
