,Beta_cyl,Beta_sph,diff_Beta
0,1.5583449805018743,-0.14209028001872884,1.7004352605206032
1,1.7054345728394744,-0.36155592766529043,2.066990500504765
2,1.6304315912061293,-0.1435412144932299,1.7739728056993593
3,1.6322344580969024,-0.18479095095808012,1.8170254090549824
4,1.5015699835772651,-0.09005123261929365,1.5916212161965588
5,1.6949070639013086,-0.3373858231594994,2.032292887060808
6,1.703621954494729,-0.20014659927192385,1.9037685537666529
7,1.4905815365221111,-0.06358070569121807,1.5541622422133292
8,1.5569703687039507,-0.004576827822608519,1.5615471965265593
9,1.4520869369026255,0.05655927719035458,1.395527659712271
10,1.4998372766512862,-0.06259967257911485,1.562436949230401
11,1.544383351122128,0.0032251061816903123,1.5411582449404377
12,1.5978416803258506,-0.060404997372574994,1.6582466776984257
13,1.5523819780735348,-0.09597379853447438,1.6483557766080092
14,1.7110515197318779,-0.20560983204842145,1.9166613517802993
15,1.5799686477819834,-0.17371952372640326,1.7536881715083867
16,1.5150779032895176,-0.12944189989973293,1.6445198031892505
17,1.6031799975111487,-0.1395802000660272,1.7427601975771758
18,1.6140307874475632,-0.14036475328819445,1.7543955407357577
19,1.7428071314478106,-0.3613433762506261,2.104150507698437
20,1.6337042419201788,-0.13212820912905637,1.7658324510492351
21,1.40766651675224,0.021703141395406873,1.385963375356833
22,1.7415688147539587,-0.24643324809793465,1.9880020628518933
23,1.5232496682299124,-0.06599376910574913,1.5892434373356614
24,1.5409456480457804,-0.13277587330867832,1.6737215213544587
25,1.6899533453428355,-0.32878313063545517,2.0187364759782906
26,1.43546964831057,0.025344747428378285,1.4101249008821917
27,1.7164665459031023,-0.42547453380567984,2.1419410797087823
28,1.7151969823928652,-0.19772576062445618,1.9129227430173215
29,1.692272100717155,-0.3619313055684384,2.0542034062855934
30,1.6095843559838041,-0.13226622518997494,1.741850581173779
31,1.5192414749512064,0.05181227397136951,1.4674292009798369
32,1.5216452111816765,-0.1089539942503571,1.6305992054320335
33,1.6543399219465524,-0.2595214060458092,1.9138613279923615
34,1.7189685136022448,-0.2990072511548711,2.0179757647571157
35,1.5506269979727048,0.0013119985692781962,1.5493149994034265
36,1.457013313709811,0.062361285256792166,1.3946520284530188
37,1.5761085511376813,-0.039962989215731354,1.6160715403534127
38,1.537144194530286,-0.08348928584770383,1.6206334803779898
39,1.7484401740056748,-0.29976257351085817,2.048202747516533
40,1.6899585485015092,-0.15990402084314678,1.849862569344656
41,1.6819904043957523,-0.1750614315115122,1.8570518359072645
42,1.4308491309507139,-0.010443086587809985,1.4412922175385239
43,1.708822469394303,-0.272456163435694,1.981278632829997
44,1.5961094889738228,-0.21160623747141266,1.8077157264452355
45,1.6789023089710833,-0.18550277533631332,1.8644050843073967
46,1.6233888247821435,-0.2433161387406237,1.8667049635227673
47,1.4957709918784605,-0.07498179700735604,1.5707527888858166
48,1.5726969272389524,-0.0288786727393353,1.6015755999782877
49,1.6684740402939529,-0.13050967771800856,1.7989837180119614
50,1.68842398622945,-0.2741453079189305,1.9625692941483803
51,1.7612821690669433,-0.3217654125376253,2.0830475816045686
52,1.5470472858616624,-0.18604522232526885,1.7330925081869313
53,1.6922307156402532,-0.2242161971973119,1.9164469128375652
54,1.5309378686825894,-0.01811226904331219,1.5490501377259016
55,1.395818419075636,0.04662363924945224,1.3491947798261836
56,1.416911182919757,-0.08288574889228166,1.4997969318120385
57,1.6003196979975562,-0.17179847137340304,1.7721181693709593
58,1.722863629513636,-0.36276105878637405,2.08562468830001
59,1.5942671576002554,-0.11771242682388507,1.7119795844241406
60,1.6579542310266335,-0.2580837278663097,1.9160379588929433
61,1.6822837753668098,-0.41878816097534843,2.101071936342158
62,1.453614852563745,0.10034548447873635,1.3532693680850085
63,1.7346708675452815,-0.37089801102525827,2.1055688785705398
64,1.3857602270349678,0.05142484734203042,1.3343353796929374
65,1.5693376795948293,-0.05679557454323052,1.6261332541380598
66,1.7129416827355124,-0.30853109951006075,2.0214727822455734
67,1.712874724246274,-0.32529214067125267,2.038166864917527
68,1.674835702978213,-0.15302883108863924,1.8278645340668522
69,1.5689304584102353,-0.09271166266763595,1.6616421210778711
70,1.6942070291415119,-0.26568129116609096,1.959888320307603
71,1.4895930653241762,0.03714499324476044,1.4524480720794157
72,1.479507217783352,0.06079411876952989,1.418713099013822
73,1.5575406142863144,-0.19106797079540086,1.7486085850817152
74,1.513580177589518,0.07306191226198522,1.4405182653275328
75,1.671040738887645,-0.225993585367166,1.8970343242548109
76,1.6172683606861609,-0.09855333162698657,1.7158216923131475
77,1.5586093812827606,-0.05846881986831976,1.6170782011510805
78,1.487526528510874,-0.009372045960645106,1.496898574471519
