,ns,Ts,V0s,Is_0,Is_1,Is_2
0,115212813989.57701,623.8309213616136,-1.2028251614464889,-5.528587242187227e-07,-4.185798280442211e-07,-1.3167107067612454e-06
1,160647835317.06778,2605.423934527118,-1.4897627446436252,-5.733698205949284e-07,-4.582776578808521e-07,-1.560080603464409e-06
2,150516095116.55295,2594.569787419617,-0.599870529058325,-6.760595987574179e-07,-6.448921420916711e-07,-1.6416428846752648e-06
3,138324303895.1282,584.0775574980778,-1.5094486430936211,-5.872729857731782e-07,-4.068998037031372e-07,-1.4508712576736737e-06
4,117975496529.28658,1102.8263000787297,-0.8198190733596096,-5.878038851383306e-07,-5.019166286338596e-07,-1.3945646826289602e-06
5,231435289765.49414,1771.0568394543968,-0.4851796767860963,-1.0654304006247304e-06,-9.8978764154889e-07,-2.4073953534255595e-06
6,98117537635.2289,1138.2197856986747,-1.5469229058126,-4.084568293901006e-07,-2.900054740051274e-07,-1.1044835246805805e-06
7,162296649500.77902,691.9599639268287,-1.5456884512937354,-6.534252994314718e-07,-4.5398668890168643e-07,-1.6339802004139686e-06
8,168373418879.52545,1799.8704915171086,-1.5608909152606372,-6.146378718247035e-07,-4.584098788568075e-07,-1.6496355470351217e-06
9,288384638798.643,2241.0000165177225,-1.9884731114946546,-8.394310703077442e-07,-5.453130421497339e-07,-2.385786110662795e-06
10,100040815076.96622,2751.414956068141,-0.842050728917886,-4.329895741990517e-07,-4.069766528575912e-07,-1.1215140513244994e-06
11,64804424146.07495,1917.5830488390325,-0.09021509911297998,-3.6307016326695873e-07,-3.728639074165167e-07,-8.8245180234296e-07
12,217812914658.03946,2594.414182628003,-0.5538963902863976,-9.524397110086962e-07,-9.067946094185926e-07,-2.235761771157378e-06
13,218470124991.95206,1507.348218020118,-0.8033111600268834,-9.598596868640524e-07,-8.43447301904058e-07,-2.2327333247768376e-06
14,127118202166.88177,2710.386233622681,-0.39314345553753927,-6.002883902304832e-07,-5.941424968266178e-07,-1.450713237505164e-06
15,47362602728.229454,2571.804700250474,-0.8479487204775606,-2.125065156649144e-07,-2.056037694776761e-07,-5.798910541694582e-07
16,142687071424.82077,2694.018668032452,-0.8849132964686444,-5.994666483680966e-07,-5.510859713977232e-07,-1.5146251112184566e-06
17,145013300443.0391,1834.5164660970618,-1.0604284559823645,-6.178029790728592e-07,-5.26922306747646e-07,-1.553767115376371e-06
18,138049374164.55655,1577.343760446374,-0.48829573021723127,-6.923128654347458e-07,-6.394765025826402e-07,-1.60937923640951e-06
19,53878605575.52594,750.3040086620877,-1.1145087586286857,-2.924384123574238e-07,-2.318871023316346e-07,-7.489618057929358e-07
20,64642407737.489815,1560.5333860202109,-0.2874971309986467,-3.6417103086468637e-07,-3.5789957704950817e-07,-8.879990922510558e-07
21,112311882472.51817,1890.258983700171,-0.16525736296453486,-5.987715229836898e-07,-5.892561456986099e-07,-1.3926128352123532e-06
22,78731600757.63724,568.1021177627149,-1.5542965830786173,-3.6880631342098045e-07,-2.45281843428161e-07,-9.515979008014661e-07
23,241061840865.41483,2199.6251180006557,-0.2735919627862038,-1.1260560618180088e-06,-1.0888651507162581e-06,-2.5214487844400684e-06
24,82498623848.02922,597.2193153695846,-1.199122120799064,-4.239366244015473e-07,-3.187437079448641e-07,-1.0295210467094229e-06
25,238891833340.11502,2009.2279968710538,-0.1373337856911676,-1.1597063938215878e-06,-1.1280767029012276e-06,-2.547898219626684e-06
26,108452284097.32202,942.0529202890291,-0.36204354085843615,-6.200362396878826e-07,-5.601728556582787e-07,-1.382121846152473e-06
27,52742792685.025345,2152.415039572704,-0.6818823178114399,-2.557285071699017e-07,-2.4864988746501337e-07,-6.755669602615436e-07
28,231177289068.50247,1943.9322365247438,-0.3519543745895015,-1.083927097266176e-06,-1.02946130113939e-06,-2.4313675717159884e-06
29,148974485728.13113,2683.9143222295506,-1.464635996806192,-5.366485349021566e-07,-4.3395341965348434e-07,-1.465287124922901e-06
30,144503500153.03653,1729.5167778853054,-0.024451659922719582,-7.822426597727495e-07,-7.660360433830966e-07,-1.7431968580742546e-06
31,295462213062.31903,2760.604397792869,-0.2665526013864883,-1.3116672163153505e-06,-1.2933564733406938e-06,-2.9415196319595866e-06
32,83491722405.02507,2612.9967360499522,-1.6734194567230443,-2.941820246947052e-07,-2.2259949903092293e-07,-8.705222451447847e-07
33,225533892811.69092,2021.0646638941341,-1.4723798850413459,-8.045746492709912e-07,-6.292858470176308e-07,-2.0969778422060877e-06
34,285513048797.5559,1834.5510841011073,-0.6121953255804959,-1.233650058481167e-06,-1.1352045659196197e-06,-2.801171678359635e-06
35,56337756575.487625,1308.380803803831,-1.7283658372803066,-2.274188132067109e-07,-1.5324875548554142e-07,-6.789086674434809e-07
36,205373585394.35394,1088.1767611484752,-0.3476209435030937,-1.0374498487912122e-06,-9.485045102280009e-07,-2.243292874338806e-06
37,48550326849.64502,2202.117729075674,-0.3442086144928669,-2.5236292957636654e-07,-2.597791693293439e-07,-6.482100448313764e-07
38,277912730940.5086,797.9021229172304,-1.04816830345347,-1.1432414541633208e-06,-9.47481504103133e-07,-2.6165450660167383e-06
39,166052490910.58237,2270.74953004011,-1.654430263200893,-5.729078743742186e-07,-4.2560169769559194e-07,-1.5877337819538236e-06
40,240147333319.43402,1250.9227928909036,-0.7513199566240822,-1.0674150410534484e-06,-9.37280350029156e-07,-2.42364093682107e-06
41,148799444685.57312,2776.61628664494,-1.5925623365118393,-5.138644403367613e-07,-4.0134949369871694e-07,-1.4355184800396257e-06
42,66711224944.07388,986.3437719805373,-1.231776753457144,-3.2627030050804216e-07,-2.554141797148758e-07,-8.562050515919544e-07
43,206321574861.08652,1285.861084329296,-1.8216576637288653,-6.968214198616231e-07,-4.5292158732079403e-07,-1.8965288517760566e-06
44,60349538442.75627,1024.9287071575095,-0.042420026676851075,-3.9211965030892313e-07,-3.814091316188378e-07,-9.034685794572975e-07
45,52357130754.77656,2681.4567377412936,-0.4169846334467737,-2.555870564389532e-07,-2.6416614840773256e-07,-6.62470538154197e-07
46,94598562640.59747,2617.480148654299,-1.5682881056999765,-3.419974799547307e-07,-2.6846871456877163e-07,-9.841922251219574e-07
47,294661298523.89777,2548.0042121847505,-1.866910313419548,-8.823008897953649e-07,-6.229775203473831e-07,-2.453955069359695e-06
48,54011200400.59657,1652.7141267529598,-1.8583996371811318,-1.9936494148649397e-07,-1.2940090132422327e-07,-6.220729186133276e-07
49,55246517121.59338,1272.9499641844677,-1.0613576514464838,-2.7380747584659174e-07,-2.3262556515291707e-07,-7.306115516959566e-07
50,284539904260.9193,623.228952923529,-1.229491508233317,-1.1178338184228683e-06,-8.900280766203761e-07,-2.59362587402256e-06
51,119363130925.99432,1143.2359124879963,-1.0648471565666144,-5.554401087138031e-07,-4.53319788299892e-07,-1.3657842326387908e-06
52,186394955110.7293,1454.6952477250059,-1.4017640314437765,-7.205955682552137e-07,-5.541589481899238e-07,-1.8407081104827971e-06
53,89008665400.57295,1735.8641860712696,-1.5899376343457188,-3.4496586273979987e-07,-2.538626323271458e-07,-9.805239119611802e-07
54,139972293414.9987,2364.20419415627,-1.304873554277525,-5.40142224127389e-07,-4.487868707756384e-07,-1.4360042691759497e-06
55,291556814641.1011,1643.6664885251798,-1.4262356304025527,-1.0345726296268939e-06,-8.127314770477967e-07,-2.6052692493054994e-06
56,192325876185.54956,1573.9064507014662,-1.0837150570981036,-8.0052272028298e-07,-6.698793981705807e-07,-1.954530887066489e-06
57,95668686646.51962,459.04643470744554,-0.35881144069614956,-5.981167002074779e-07,-5.168665936598837e-07,-1.2523768083686247e-06
58,120026192785.12245,523.4775197795938,-1.2894780237965213,-5.63595624787559e-07,-4.144675571356475e-07,-1.337399794212215e-06
59,235268494751.9091,1979.0907182980802,-0.46882321836676133,-1.0716159816090676e-06,-1.0060427041519868e-06,-2.433717913931093e-06
60,236623013266.25513,1344.4007831919073,-1.3050139556792755,-9.119333953978982e-07,-7.217420315657054e-07,-2.248947017516632e-06
61,273057459096.2237,797.71395608738,-0.20340194091092023,-1.3593603545951842e-06,-1.2642667961177602e-06,-2.8150787736157154e-06
62,144235881253.3463,1329.4858151839753,-0.7015124578374274,-7.010778846696635e-07,-6.18542464402623e-07,-1.6400659040245711e-06
