,ns,Ts,V0s,Is_0,Is_1
137,143145908883.8918,355.67576851723237,-1.337675204751476,-8.518083162892329e-05,-5.9815714025635116e-05
138,237583685148.8956,1895.0853262665498,-1.7370103741694947,-0.00020486982997475127,-0.00011207089028150862
139,129616689949.81487,710.9840865314904,-1.0118802093117472,-0.00012154092926188571,-8.403215336637845e-05
140,228609913376.33453,1142.1878949241623,-1.4494970896461719,-0.00018814960798550092,-0.00011996488768416282
141,273641599405.19495,1669.1243781680823,-1.6475869294196253,-0.00022691632002086869,-0.0001329106654445368
142,45346728117.23088,1467.5465453853965,-0.01266442993231287,-9.06530583679295e-05,-6.376237676351239e-05
143,48394395810.13913,566.9296705496696,-1.268823856151003,-6.303392037494426e-05,-3.7722714240214806e-05
144,139441205334.7634,2353.2008549694115,-0.07683704732222707,-0.0002065828670285944,-0.0001498824743683367
145,82126442523.712,1889.8180422107066,-1.7674656467937047,-9.267354971467916e-05,-4.409225051179265e-05
146,148500301205.16708,2547.0045182271483,-0.43499042827196055,-0.0002043030464117127,-0.00014240995867390084
147,51492121056.77974,498.06780481444684,-1.06256058120453,-6.498254121419592e-05,-4.17171138179742e-05
148,145147154653.692,403.8176323601339,-0.6678186903659935,-9.976751269171434e-05,-7.712198018889051e-05
149,117544020274.57407,1026.7657217496603,-0.280855423779671,-0.00014940937324120203,-0.00010958698058378994
150,115225446136.39388,1365.1989025521866,-1.6961756139571624,-0.00011909463125615249,-6.185834123708018e-05
151,181269943044.31622,2660.174664564606,-0.11264300762912871,-0.0002529005209901899,-0.00018424330428377665
152,91413093986.44298,1175.3831751886005,-1.0744423856535457,-0.00011564766923814107,-7.26757460665146e-05
153,265516695455.26913,424.5213926806252,-1.7852461108406663,-0.00012635470199426972,-8.105123744475069e-05
154,42972824787.96715,1279.1871205902498,-1.0987966819245294,-6.84400160768511e-05,-4.0243388954730715e-05
155,88895166709.74005,647.3085859595426,-0.6411565920971702,-0.00010022595230068686,-7.147397790069115e-05
156,86094208564.00562,889.9218268891532,-0.7715161679406823,-0.00011080018752585464,-7.494985580927561e-05
157,63158284174.845535,458.32213046004046,-0.0882880331769691,-7.961856881596922e-05,-6.0322903189234424e-05
158,99147859988.87056,634.6672134946741,-0.33122410294377547,-0.00011171108595593128,-8.344025268378176e-05
159,279398065470.6684,2039.6831498782683,-0.5800990659891248,-0.00029417044052678043,-0.00021310752549373005
160,51609600220.943855,2611.4234501380733,-1.1041375432150473,-7.69219064260882e-05,-4.465282214787865e-05
161,136060209022.1636,1326.3768630910533,-1.1626569193356726,-0.00015008179335057552,-9.501746777813147e-05
162,159877017520.76544,1041.4400654183298,-0.9752278955050706,-0.00015844800317596443,-0.00010860851583250204
163,61977411573.48091,1509.4078116240514,-0.2655490402624652,-0.0001071522191676458,-7.434475206653434e-05
164,211289420323.23398,2750.5841586877536,-0.866192455687568,-0.00024768544196675376,-0.0001647135441603414
165,66438913020.7103,2524.142652397868,-1.5287413837425585,-8.44079951516175e-05,-4.3554543225119005e-05
166,180364655265.84402,1574.0950823045994,-0.0315124136537297,-0.00022820385745910395,-0.00017196420285326002
167,173910341259.654,1217.7705207784416,-0.4556662325743832,-0.0001909586907011598,-0.00014018756855535767
168,105930519188.2672,2061.2186561002754,-1.9361090284247573,-0.00010738801984448505,-4.7140707457571704e-05
169,58092669857.042175,1526.2522517921582,-1.3063196365565086,-8.118048084519726e-05,-4.5664063216457576e-05
