,ns,Ts,V0s,Is_0,Is_1,Is_2
0,119091913692.22717,2143.246120674442,-0.7803373260454851,-5.4072893477802e-07,-4.958955978998805e-07,-1.3492393397989986e-06
1,45497076713.722565,2676.7016918661907,-0.2945954776290254,-2.2808783798414547e-07,-2.414218967460839e-07,-5.895267273224405e-07
2,73894498027.52246,1506.9107219098253,-0.32065575307064487,-4.1262845837597053e-07,-3.988637765888455e-07,-9.93707961963796e-07
3,41391055532.91762,2543.756516255693,-1.4175555585255295,-1.610486533795273e-07,-1.3647504774715987e-07,-4.78060162076355e-07
4,86256730431.33801,809.7981957715375,-1.6320053774448608,-3.7251467972581356e-07,-2.4669940865885555e-07,-1.0034184350074658e-06
5,79779363439.67029,2656.1610437490003,-0.7269276970833771,-3.608506475976848e-07,-3.479468122690701e-07,-9.372130771111883e-07
6,136646398388.88599,2153.178545226727,-1.2796090647863345,-5.397260433754334e-07,-4.4632923651612876e-07,-1.4240129949556746e-06
7,108219557470.86458,2537.751886507361,-1.037676413423434,-4.5129973093362205e-07,-4.0413308835336524e-07,-1.1852526339595434e-06
8,207032859814.83386,2173.1226638296152,-0.06766222099222508,-1.0291111830318595e-06,-1.0151823224908461e-06,-2.281479553319367e-06
9,134137423743.75363,828.4609997410616,-0.3978959936364024,-7.430788173932779e-07,-6.612265466186554e-07,-1.6172603774437948e-06
10,192304210238.6463,2394.4704989950465,-0.5268033153962002,-8.669447854215073e-07,-8.231035767557901e-07,-2.0368885090578283e-06
11,125905356258.2401,1667.3237509559153,-0.13178941462503047,-6.821202090017484e-07,-6.620352967003823e-07,-1.5484783574896854e-06
12,133223834372.90991,1803.6652832777638,-0.12719495097996303,-7.089314504966671e-07,-6.920206021654619e-07,-1.611863881892357e-06
13,42194426508.00913,1460.1828375679981,-0.7146078311297039,-2.2390315286348874e-07,-2.111398684312741e-07,-5.91790727713826e-07
14,183896846557.34537,1882.4394140519157,-1.0277484953926295,-7.652670098291656e-07,-6.577211974053464e-07,-1.8841319313758952e-06
15,76014024705.77466,849.6988812752232,-0.7991327683559548,-4.2019714349185036e-07,-3.559204422279236e-07,-1.0076790820152784e-06
16,128263761078.92068,1699.8590779150036,-0.6247681365618034,-6.224611017812831e-07,-5.694249109199217e-07,-1.4880128906474698e-06
17,112486613503.70189,895.2987700625539,-1.7259309036721382,-4.468513387087433e-07,-2.8687566276619813e-07,-1.2103845389084148e-06
18,145571046402.1264,1473.7709091951758,-1.1006949529071615,-6.319538640418508e-07,-5.230072230214856e-07,-1.5707889788501065e-06
19,76528165249.4483,338.43846552403994,-0.6287062907019321,-4.815659122574868e-07,-3.943060707111195e-07,-1.0235936011032355e-06
20,123818531179.7584,1338.158193648905,-1.593090333296202,-4.825582110425277e-07,-3.4261969853893186e-07,-1.3070886140815055e-06
21,76952986831.83755,1077.95030259263,-1.1143634784964334,-3.7698433939116304e-07,-3.055036489007266e-07,-9.663841310964579e-07
22,257603376689.2935,1469.9389659906742,-0.5200303075884736,-1.1764861166087494e-06,-1.0773639256565744e-06,-2.619457383296756e-06
23,97716599849.4105,2020.4679253215993,-0.9660031918503036,-4.354099707387661e-07,-3.866585704819037e-07,-1.1266872506798677e-06
24,81995763346.60855,2489.1923648972,-1.4987113146617081,-3.0753267393339183e-07,-2.4631739210515577e-07,-8.829579775910049e-07
25,176623525591.66666,601.0548354063897,-0.4311049814478476,-9.335249162518789e-07,-8.231500007164102e-07,-1.9632424682621427e-06
26,61414114751.581085,472.4156872759011,-1.0937425970454626,-3.514037733068447e-07,-2.6754051681223704e-07,-8.39608264472269e-07
27,152583183499.9654,930.3531393554296,-0.8488057531789475,-7.366963860269499e-07,-6.187234929601818e-07,-1.6963652605218383e-06
28,46973081240.035934,2599.247948993313,-1.1356452700339923,-1.9596122562382546e-07,-1.7879027801405869e-07,-5.54760385082205e-07
29,123843737820.23473,1013.4564388865541,-0.5513551929844049,-6.589714918041053e-07,-5.826649832712773e-07,-1.4951155048809208e-06
30,142551396431.36548,1242.1157107439258,-0.8166207943428567,-6.809923555046505e-07,-5.865302429656731e-07,-1.6080878988321748e-06
31,106318827283.94498,1023.1928335007628,-1.4083309562375326,-4.6350596120081305e-07,-3.4193237813741467e-07,-1.2026316971301704e-06
32,229388469787.36584,2675.0489239175527,-0.3265732884500774,-1.041518634033893e-06,-1.0194742117075532e-06,-2.384350675907801e-06
33,64411032912.66706,1295.4078992360257,-0.7564043556343119,-3.39716922656968e-07,-3.0521222260556014e-07,-8.590548352511782e-07
34,154888902107.00388,1656.0005914764195,-0.1535641152423033,-8.152608605115343e-07,-7.83720598247343e-07,-1.8217094446609381e-06
35,124336030308.96358,1396.8169368316017,-1.4909154180453505,-4.96974344397819e-07,-3.679695877678017e-07,-1.3256074859232123e-06
36,101209190553.85832,2352.4784309444385,-1.9828754122558683,-3.2405108369132834e-07,-2.053224338036859e-07,-1.0005440313425208e-06
37,74284278598.32234,2478.60899853407,-1.2369691971081267,-3.013263643989717e-07,-2.61049324083936e-07,-8.37262581941067e-07
38,70496300050.14407,1553.828645987426,-1.9959796832583792,-2.4678556091199094e-07,-1.434419903255597e-07,-7.730355658746159e-07
39,202797386238.84018,579.1662680335933,-0.4183128613120122,-1.0416066020059976e-06,-9.262676282022904e-07,-2.175723515128869e-06
40,53418490168.3067,2723.9882133533965,-1.3630199092671897,-2.072985093421876e-07,-1.7811506708356034e-07,-6.017379114345822e-07
41,50764811208.83641,867.9000513286971,-0.71770660557873,-2.9876307136685646e-07,-2.629370135810966e-07,-7.409570842670435e-07
42,134612600917.05174,1152.8478089415516,-0.7540378423799221,-6.643614768926223e-07,-5.749531799039584e-07,-1.553017014844447e-06
43,45109588324.732185,2472.1160482107693,-0.15383692174288122,-2.37075883705344e-07,-2.535882045610307e-07,-6.039756080842112e-07
44,49505044171.61166,1208.1714895867653,-0.11443969592733683,-3.107893772682003e-07,-3.09686448006141e-07,-7.480931885033973e-07
45,62620171491.21467,373.65446744017595,-1.0678135599140637,-3.6743474864070294e-07,-2.771887200698259e-07,-8.499255467073982e-07
46,82256728438.16748,2160.9638767418796,-0.5051731016379677,-4.072633823795928e-07,-3.963882155982682e-07,-1.017940140900906e-06
47,128751653841.89796,875.5221902985758,-1.3502894866735566,-5.638347494143782e-07,-4.1919739224052343e-07,-1.4071521892692052e-06
48,168541890823.996,2722.253710936708,-1.1475601274937413,-6.534245109578573e-07,-5.710485306879905e-07,-1.6864781673828754e-06
49,71559229879.81567,2029.499421758151,-1.0398557606225167,-3.1878299135765087e-07,-2.829058825424599e-07,-8.560429784363699e-07
50,137460030631.5408,322.93065777077,-0.7978232884533234,-7.16480698565834e-07,-5.873004316570535e-07,-1.519468322995571e-06
51,181713756894.9983,485.4511425468944,-0.9553053337633874,-8.500764557183935e-07,-6.918279171966188e-07,-1.880493096840317e-06
52,129164518586.32031,1102.0262884087638,-0.47042531767897744,-6.88281697905946e-07,-6.189469991526713e-07,-1.554382763467398e-06
53,259922632213.08823,1079.0242023573323,-0.13813491624641783,-1.3086876377847601e-06,-1.2310326860800327e-06,-2.7436659605462705e-06
54,121098331128.3425,1381.4140193654107,-0.19075697129011115,-6.70480446751711e-07,-6.364134771455633e-07,-1.5097517997166046e-06
55,41308692748.48208,2214.8789178943207,-0.02256743271206485,-2.289427533464831e-07,-2.4758651141622633e-07,-5.778250522281752e-07
56,73372795545.31615,1057.8589763847176,-0.7652841263433887,-3.9634455045953946e-07,-3.455900152970255e-07,-9.715077536015365e-07
57,47512566979.67862,2300.205025921906,-0.4967752664605749,-2.3674759349001994e-07,-2.3995218102985336e-07,-6.194624344913201e-07
58,84248167078.53978,1933.584357277648,-1.8278468488888875,-2.9766523003026105e-07,-1.997444871913915e-07,-8.955849422111485e-07
59,184811579811.554,2321.6029130658035,-0.7963356082985555,-7.911456548343172e-07,-7.221023999302727e-07,-1.918337332563168e-06
60,56152981525.92953,2499.657527157851,-1.8008242263233671,-1.942185314969456e-07,-1.39179114272905e-07,-6.046158814171348e-07
61,42103433252.41347,656.1939578404158,-0.18522785349453552,-3.005089551763953e-07,-2.8175500200338673e-07,-6.945588555084653e-07
62,215123422827.23376,857.6237978814366,-0.21723314732472288,-1.1219175442428686e-06,-1.031530531006395e-06,-2.3490902124625754e-06
63,179047947395.8816,1983.0299859372847,-0.19274760980434835,-8.953811930154442e-07,-8.681798934494496e-07,-2.0157240513443576e-06
64,194907051659.63455,2503.1059660706815,-1.0334658426657062,-7.757906539005587e-07,-6.856807682342641e-07,-1.939796048897841e-06
65,248057393624.88556,375.7004895691143,-0.019736869332243057,-1.3064377617825447e-06,-1.2265387403011822e-06,-2.5644523341370413e-06
66,107216393742.87563,2231.8317699504405,-0.882278700392156,-4.7568389531570896e-07,-4.3234946262248423e-07,-1.2161562751478608e-06
67,160304926762.03375,1668.5610376317672,-1.9405488022833937,-5.242348610376517e-07,-3.2468050589909826e-07,-1.5152419248591313e-06
68,189371924772.37006,1411.1205995571968,-0.292516745198113,-9.591175574422866e-07,-8.951153636721508e-07,-2.1133475342359664e-06
69,49699670982.45068,1899.4045691786307,-0.48353737246368333,-2.597051078842081e-07,-2.581453519168581e-07,-6.703930142440141e-07
70,82877747256.80585,2403.33495192817,-0.8982064279936111,-3.6686643532127307e-07,-3.3905869373570295e-07,-9.64625547347374e-07
71,48947917252.56387,1388.071155800981,-1.4167218372434318,-2.1708347554483114e-07,-1.6932855506186008e-07,-6.22718241400837e-07
72,58726113387.00415,436.5828914122294,-1.6714189757180238,-2.868308408327887e-07,-1.767300176314625e-07,-7.555036183832468e-07
73,105455302757.60661,1613.7228906468292,-1.1781236479847867,-4.593883921367983e-07,-3.788145924843915e-07,-1.1958573576767072e-06
74,49577002327.843216,2647.593765522622,-0.366904130459621,-2.454097449611093e-07,-2.5584047263855115e-07,-6.350245652935943e-07
75,105238504555.85245,2413.0379136603283,-0.5410725241450716,-4.983592595372769e-07,-4.82201444417177e-07,-1.2331657565119668e-06
76,109351218601.43866,2720.777162352815,-0.2629623998364905,-5.351956873576825e-07,-5.416833068679531e-07,-1.2935107088888764e-06
77,222109046585.6831,1052.7941562022686,-1.8948990807057704,-7.332489763615668e-07,-4.5190678775035427e-07,-1.9943378081841124e-06
78,60281553908.004845,2269.914702237985,-1.100036771559522,-2.600787194984651e-07,-2.3268446595049682e-07,-7.177832551862889e-07
79,263317589526.2653,517.0554786979447,-1.9906534709086325,-8.355060316940356e-07,-4.7438372370014187e-07,-2.219168774217611e-06
80,65878390736.40217,1056.4583761368704,-0.8430714340387737,-3.5316298325462693e-07,-3.05137327326216e-07,-8.837354530141653e-07
81,63372490665.301056,1553.350012090629,-0.6112751361654856,-3.333664416110801e-07,-3.1325403451773766e-07,-8.42678516347491e-07
82,85872343986.73993,944.4159212186898,-1.3640245173846677,-3.9493624326228247e-07,-2.9376181265185047e-07,-1.0288492689487048e-06
83,107778962014.66273,1195.279555064326,-0.6600274316003871,-5.587622264596713e-07,-4.943071930514854e-07,-1.3195480795511983e-06
84,48369822262.23702,915.3397650049272,-1.3972060599399252,-2.3568464028320115e-07,-1.762987165174637e-07,-6.521114247380177e-07
85,81826966031.31975,2566.374561291747,-1.3911507665800935,-3.14742317859667e-07,-2.6172986937699e-07,-8.894570181025303e-07
86,40339640804.439705,1639.6916457540476,-1.7246452785884894,-1.577059770941756e-07,-1.1147152948684907e-07,-4.900579891431479e-07
87,156142229549.73444,2435.4271248975633,-0.23930239178914015,-7.617367955963604e-07,-7.524592920981292e-07,-1.7694454918054147e-06
88,145870446766.8317,950.3028896165564,-1.9654815467597089,-5.077958020048562e-07,-2.8703044902282773e-07,-1.4289470420735688e-06
89,84031453979.335,419.3834590173323,-0.5079252965089198,-5.262828325465868e-07,-4.4340867499433757e-07,-1.1197580020544458e-06
90,187175146868.6298,1835.936633320331,-1.173432667273266,-7.507346010913901e-07,-6.248353589354872e-07,-1.8808429945840535e-06
91,150513331226.7191,1345.2683382622786,-0.12491533826329682,-8.220425722605199e-07,-7.793779476510732e-07,-1.8026081049408023e-06
92,57873446979.74694,474.3595980164328,-0.4324941047316446,-3.936722800899096e-07,-3.3956587953721815e-07,-8.675041986617516e-07
93,61787599447.482796,1529.8762067054686,-0.8213533851216115,-3.1082353676724995e-07,-2.8164674778214873e-07,-8.065603298591159e-07
94,110176786892.01857,727.8842828653164,-0.741287912251483,-5.92730650088367e-07,-4.977438409954407e-07,-1.3452612036942609e-06
95,295325095024.02954,2069.999707328194,-0.11556350510324531,-1.3905304585321292e-06,-1.3598342922028025e-06,-3.0183359437290006e-06
96,282975871760.0318,1480.6431729534895,-1.5120473714854876,-9.915141358796832e-07,-7.524144754996561e-07,-2.5225786686044303e-06
97,62482733128.57815,1767.4912435137674,-0.5727022073012069,-3.2267084601513496e-07,-3.0950036256964697e-07,-8.210021761008626e-07
98,81813092609.22043,1560.1023349607624,-0.4617360739396932,-4.366311749166408e-07,-4.132616521497724e-07,-1.0600313128784345e-06
99,87031825156.61937,2281.3868775283836,-1.57777126107489,-3.229644560294866e-07,-2.4815945981900327e-07,-9.318995860240215e-07
100,89029773763.04416,2339.026374634571,-0.034450332748455326,-4.753819664768696e-07,-4.908676829939811e-07,-1.1337510874287198e-06
101,121518232658.75063,1185.3664681225007,-0.600645383636891,-6.289052767346962e-07,-5.59329108302452e-07,-1.4585560809781183e-06
