,ns,Ts,V0s,Is_0,Is_1,Is_2,Is_3,Is_4
16,113930933283.83728,1692.5092469641183,-0.4548731510296824,-0.00016136355991966647,-3.8384839509057883e-07,-5.819424389266877e-07,-7.655288694610899e-07,-1.2681252440503704e-06
17,51091444204.566055,2756.4918465390338,-0.5836604997106467,-8.633176581576589e-05,-1.5758821449534236e-07,-2.3927772639133395e-07,-3.1427006385943016e-07,-5.174492334621261e-07
18,252426627603.2292,2775.040354972008,-1.5924619903047907,-0.00024047655178318915,-4.388343456702785e-07,-8.306298075908229e-07,-1.181165763739273e-06,-2.1211864027883405e-06
19,299578850472.00476,2386.3472033345934,-1.4926809761774953,-0.00026935945318603746,-5.489319639249575e-07,-1.0087511237423132e-06,-1.4207672150861735e-06,-2.5251317000000898e-06
20,196042762331.9281,1764.1346894520798,-0.4524537472042085,-0.00023241351539644804,-6.191629033407684e-07,-9.316250061598627e-07,-1.220989233849503e-06,-2.0123450730794167e-06
21,62587211622.47443,2625.4801710158395,-1.3619151809084642,-8.404672678706297e-05,-1.3575750320271694e-07,-2.439517877687026e-07,-3.410293345508876e-07,-6.006489420855531e-07
22,48238109470.011665,1202.0171555514776,-0.5270147540736583,-8.389454706390303e-05,-1.7959875113458892e-07,-2.780531595330808e-07,-3.688865027382665e-07,-6.165600257974422e-07
23,164524226120.2817,451.8302300229765,-1.031627818901839,-0.00010797699277136072,-4.5886671029877844e-07,-7.739106477949439e-07,-1.0544273126610419e-06,-1.7954424327610377e-06
24,53345622881.40659,2173.38166183994,-1.424998847732579,-7.334496219738308e-05,-1.1480485367111519e-07,-2.134183352002343e-07,-3.0155045780921146e-07,-5.367506126378274e-07
25,60652490707.31716,1299.0572128073513,-0.6048456835988574,-9.638333806411301e-05,-2.1256361238796281e-07,-3.3278147191589004e-07,-4.435957769265483e-07,-7.456691582173917e-07
26,251825992860.43076,2513.328597630085,-0.2719579861432373,-0.0003081345581177838,-7.923630269949476e-07,-1.1519534134941048e-06,-1.4868043536341339e-06,-2.406712052265132e-06
27,158578798213.81888,1318.417559492173,-0.5752234657696789,-0.00018257083411841806,-5.068689196354155e-07,-7.830043956073128e-07,-1.0376227837593197e-06,-1.7315660966032165e-06
28,187355195412.81326,320.534280055523,-1.25031908252953,-9.670859967081059e-05,-4.562720859219823e-07,-8.059104102633852e-07,-1.109234111681474e-06,-1.8930966104021652e-06
29,71453587332.98183,1367.2421598483932,-0.6292860312515529,-0.00010854691369775904,-2.42722808684708e-07,-3.810039199267329e-07,-5.084705321912569e-07,-8.560102102741462e-07
30,66567020713.82965,1787.937248256994,-0.19219706333324638,-0.00011608748070154227,-2.5317195633746617e-07,-3.706691638745252e-07,-4.799394487128594e-07,-7.796082097005215e-07
31,156189585863.7339,2794.0550350968297,-1.884508794905087,-0.000151110265311234,-2.2387213134644352e-07,-4.896583263967417e-07,-7.234342597891702e-07,-1.3454336454642014e-06
32,217038741088.31714,2673.5617454296603,-0.628023891665771,-0.00026382536092925114,-6.103369419203755e-07,-9.30604087662365e-07,-1.2268253638714845e-06,-2.0368052955422798e-06
33,45132123969.37257,1490.9436335436646,-0.5196892015665429,-8.162201743995494e-05,-1.6171008548362289e-07,-2.485963003526979e-07,-3.286655951670123e-07,-5.466302033290694e-07
34,277145510353.7325,376.31624677541083,-1.0433799562116601,-0.00013728895501970677,-6.95607043796181e-07,-1.146663843278309e-06,-1.5395236680051795e-06,-2.553265181840261e-06
35,181897706492.71445,2135.758708288856,-0.6018531021468587,-0.0002258882582114498,-5.378563940478912e-07,-8.246154605548787e-07,-1.0897118526021084e-06,-1.814181896514712e-06
36,119179581683.67915,2758.8552830225767,-1.3050098799100123,-0.0001427596663462649,-2.582336260794772e-07,-4.541103715550755e-07,-6.313927912257568e-07,-1.1092030923102833e-06
37,215786240917.2807,1102.751851391485,-1.1789442283301077,-0.00018871792835386,-5.100024990683033e-07,-8.873363847013795e-07,-1.2267584637301727e-06,-2.1349742952807426e-06
38,47835716659.36782,1305.4910526260628,-0.12510017973763077,-9.129461163242487e-05,-2.01794028692972e-07,-2.9490007164461904e-07,-3.8151456562029903e-07,-6.190898726020289e-07
