,ns,Ts,V0s,Is_0,Is_1,Is_2,Is_3,Is_4,Is_5
2057,54314417028.72625,2182.567989859596,-1.1459590746966364,-1.1863570470021012e-05,-1.366592919734612e-07,-2.342577739953007e-07,-3.2251732728090873e-07,-5.596520957670224e-07,-9.135362949593358e-08
2058,105052657137.30751,859.3698793782175,-0.21107245342823777,-3.30526017370934e-05,-4.2585287485275197e-07,-6.302196812107412e-07,-8.199503540999207e-07,-1.3395518998449227e-06,-2.9002981915723863e-07
2059,172873189098.96848,2687.084196162061,-1.55434723607902,-2.8523020415980946e-05,-3.1646199101866785e-07,-5.991164308721029e-07,-8.525702272850959e-07,-1.5329261087534737e-06,-2.555098557309242e-07
2060,281137521098.31323,1462.2337547246248,-0.6200458455406936,-6.0314678878570925e-05,-8.064569172238448e-07,-1.237720113891448e-06,-1.6333473975056742e-06,-2.705552321704396e-06,-6.084406739056512e-07
2061,109508479665.12856,2446.653011826056,-0.8074314878041828,-2.4158071172017473e-05,-3.061844506829756e-07,-4.857155145224273e-07,-6.50741786905249e-07,-1.0997904927358106e-06,-1.9865151412315182e-07
2062,270095053879.5326,2018.5925196281878,-1.25526800405841,-4.868497062493595e-05,-5.756958331233434e-07,-9.990477453535234e-07,-1.3817145807137339e-06,-2.411580770347829e-06,-4.6294482375864857e-07
2063,264044378235.36578,1464.563310303399,-0.21730771886988398,-6.297412218045191e-05,-8.792084542626403e-07,-1.2789473198574546e-06,-1.6493767002964912e-06,-2.6610462934946415e-06,-6.246011464069425e-07
2064,114447724263.50139,2312.6145614733978,-0.6285865373970496,-2.6747957506536112e-05,-3.453048086446896e-07,-5.325988513847188e-07,-7.055771774105774e-07,-1.177877869442206e-06,-2.1935711395537543e-07
2065,73498493102.01988,1574.4228594062206,-1.171922362737008,-1.708698584299989e-05,-1.8925664081347004e-07,-3.3219837898481087e-07,-4.618242731691178e-07,-8.115216139385846e-07,-1.3517038383744549e-07
2066,111569736883.88106,599.1811997165114,-0.7781707156697806,-3.006124410409158e-05,-3.725424344811278e-07,-6.03078174756729e-07,-8.130987988441273e-07,-1.3795350553996802e-06,-3.0004231888465764e-07
2067,220667414756.50552,1015.8835499155589,-0.9110298521949072,-4.7476932571174246e-05,-5.956378417387038e-07,-9.728161590382214e-07,-1.3147718018404784e-06,-2.2333143708477026e-06,-4.9037706041843e-07
2068,45201696434.61949,2761.5018395729103,-1.9894501313412853,-6.782631632213627e-06,-6.088740770240275e-08,-1.4442921471432624e-07,-2.1610106451960308e-07,-4.0328289880248126e-07,-5.6521705559771964e-08
2069,120462967080.83026,2091.5749253017793,-0.30766908218969213,-3.1066308498655993e-05,-4.1201046638404277e-07,-6.089349610487931e-07,-7.920937658547963e-07,-1.294846241263688e-06,-2.5381587740954197e-07
2070,74963776614.29887,495.2748950509065,-0.9280216097238014,-2.2242377507641434e-05,-2.548346556434091e-07,-4.2953342847108256e-07,-5.882477863654991e-07,-1.0160791912851038e-06,-2.0574172379825308e-07
2071,194852511917.55826,1610.6228717801594,-0.15799432151701853,-5.053436011034305e-05,-6.858073031373064e-07,-9.952530177307213e-07,-1.2833334099160606e-06,-2.0740956956588022e-06,-4.5736065161918134e-07
2072,50809530701.49607,1423.086022635562,-1.788706717070043,-1.0156954539893978e-05,-8.777578199506673e-08,-1.98714532928753e-07,-2.959784485167217e-07,-5.536775076839745e-07,-7.914139491353777e-08
2073,213508842069.1409,1623.4348371585606,-0.4741905820754273,-5.055673658746486e-05,-6.669346731324429e-07,-1.0064268479912779e-06,-1.3202616983722143e-06,-2.1769814590901716e-06,-4.680008606059837e-07
2074,168219503695.1862,2126.5171501342675,-1.0240286841820048,-3.453337771827027e-05,-4.203622736451782e-07,-6.969437743776154e-07,-9.497374292816191e-07,-1.6354322546022296e-06,-3.028262437831879e-07
2075,75890657234.03868,1252.256324858441,-1.1953948992701897,-1.848554367063342e-05,-1.9908456266240106e-07,-3.5479194062381204e-07,-4.958670252970889e-07,-8.763910346580988e-07,-1.4795321318917738e-07
2076,255202510682.7637,2614.4611915627793,-1.1674555952669936,-4.575549613693503e-05,-5.639042011245487e-07,-9.481863741719723e-07,-1.297968108400484e-06,-2.244390972400273e-06,-4.2230583072651386e-07
2077,209823597358.4649,2049.2899144043395,-0.706336565771587,-4.5704055254866276e-05,-5.893860979082849e-07,-9.176864327843516e-07,-1.2201930831882776e-06,-2.0447859435745258e-06,-4.116499153919771e-07
2078,91818555552.0003,2187.09922465593,-1.971361832518585,-1.4379906018157594e-05,-1.2418790509268047e-07,-3.0050484866152435e-07,-4.5387218670371335e-07,-8.59475805930361e-07,-1.23305314152159e-07
2079,203221008095.09238,822.6084471125636,-0.48634307833181945,-4.934732102025165e-05,-6.693041677863185e-07,-1.0162159771998421e-06,-1.3338287148175984e-06,-2.1916862943209287e-06,-5.278409800001142e-07
2080,221041720678.35886,1387.1109894839728,-0.7403385250494199,-4.925646286772726e-05,-6.287558294744631e-07,-9.911242587447135e-07,-1.3231183371587687e-06,-2.2229737995304748e-06,-4.744719539620879e-07
2081,60961039566.06702,954.2296592533031,-0.9600470081658343,-1.7477881285073938e-05,-1.925453201973239e-07,-3.257968066703855e-07,-4.474033287680788e-07,-7.768332865534239e-07,-1.3560613245458504e-07
2082,292708106445.7511,1860.535465979272,-1.2992734844141673,-5.170010191728965e-05,-6.06279094230709e-07,-1.0650186592598862e-06,-1.4779897970246637e-06,-2.5858398064248904e-06,-5.040546462496678e-07
2083,58307798204.644066,2618.3142245295544,-1.8583190647557168,-9.303582114149825e-06,-8.889321135020478e-08,-1.9591253744211764e-07,-2.892010941677391e-07,-5.351040951840285e-07,-7.736618113654135e-08
2084,184428779271.89975,735.8730317172505,-0.9161978109253515,-4.155985692417745e-05,-5.212895685245409e-07,-8.571280270012932e-07,-1.1604462875028953e-06,-1.972133766267745e-06,-4.4593443194176453e-07
2085,48325143923.93329,2071.605103972646,-1.0801270394890627,-1.1040071468646911e-05,-1.2724276844649097e-07,-2.1512757579835369e-07,-2.947059536921012e-07,-5.08602423456032e-07,-8.326684270320734e-08
2086,42065521320.87222,1768.4019450321007,-1.6788758711394973,-8.32210953347375e-06,-7.836558337408716e-08,-1.6395754398213444e-07,-2.392555465924429e-07,-4.385646511407137e-07,-6.374116178569679e-08
2087,53752102566.116135,1752.2493468724738,-1.5664807060597687,-1.0934100026587789e-05,-1.0831035044215608e-07,-2.1578567289368855e-07,-3.1127484441149216e-07,-5.656450376880097e-07,-8.521833283428039e-08
2088,58520848601.515396,2241.780313986363,-1.4282309899888006,-1.150484509962676e-05,-1.2477639198796003e-07,-2.3174538008868145e-07,-3.274302523125651e-07,-5.830107884721431e-07,-9.11528361757415e-08
2089,91267878871.5859,1672.1349085070453,-1.9414521350048612,-1.554497563751941e-05,-1.2894045686125543e-07,-3.157169873530404e-07,-4.784447174167899e-07,-9.093189955281635e-07,-1.3187149511656214e-07
2090,63167431160.63173,1967.801962250961,-0.3172796866316361,-1.7677136679160455e-05,-2.2680700237282466e-07,-3.3641737718121296e-07,-4.380317349877981e-07,-7.159248964115176e-07,-1.3176985983348602e-07
2091,192998274501.62643,2122.065716469442,-0.3782986381990585,-4.581793417592427e-05,-6.145497470383415e-07,-9.122722853836119e-07,-1.1888160730068367e-06,-1.947121960989541e-06,-4.02859990670223e-07
2092,46852330387.33206,2723.2604465791037,-0.7700995432497351,-1.0701422270015746e-05,-1.3505380574681563e-07,-2.112711708228252e-07,-2.8082151262919987e-07,-4.683951472980227e-07,-8.106123786294123e-08
2093,233790767158.57507,1187.6177563719498,-1.9132824158515525,-3.638513261211648e-05,-3.188658258792173e-07,-7.543329839855045e-07,-1.1295464672653833e-06,-2.1134904074150176e-06,-3.6898115868594007e-07
2094,51904093836.597244,1515.6722660008036,-0.7960568522488205,-1.4124403429200298e-05,-1.646947746785574e-07,-2.656667437142575e-07,-3.581395681128673e-07,-6.089057357915636e-07,-1.0414925866445633e-07
2095,175136831346.80655,370.5331195884484,-0.11500825980046625,-4.211101107608472e-05,-6.905819150322535e-07,-9.918717794404093e-07,-1.266401420606862e-06,-2.0008689751999802e-06,-5.91980358781703e-07
2096,95462882045.68488,1550.8237641237172,-1.7533341384721242,-1.7760076936438045e-05,-1.625124047019009e-07,-3.555169806940126e-07,-5.259181566919979e-07,-9.796386343537378e-07,-1.4995197901215637e-07
2097,173388594320.49683,2598.1032839214645,-1.5049133247550175,-2.930542299196573e-05,-3.2809542665392813e-07,-6.122060723535564e-07,-8.675071116802123e-07,-1.5535429870354176e-06,-2.6191182703235857e-07
2098,103434334759.36841,810.4306293598684,-0.6843514704199181,-2.935591710547319e-05,-3.543424240841479e-07,-5.641454847747402e-07,-7.566923947731644e-07,-1.2795916698226538e-06,-2.61647441505362e-07
2099,53616108670.49346,1905.532783849681,-0.42401543742872083,-1.4972788559150462e-05,-1.8794369802598652e-07,-2.829474174941802e-07,-3.70716024646207e-07,-6.100179949874285e-07,-1.0959550051308447e-07
2100,41680819438.89682,2636.4929987146725,-0.947044448235316,-9.206144818825348e-06,-1.1236291235865263e-07,-1.817912092687903e-07,-2.4471768622347446e-07,-4.1357869885854345e-07,-6.956897065528652e-08
2101,58948375088.6647,2178.3609726449495,-0.5782011776681941,-1.5055953898657431e-05,-1.8964216700216247e-07,-2.90850734934887e-07,-3.840319512174218e-07,-6.374349406174011e-07,-1.1319512810318096e-07
2102,98237039959.6128,1708.365484553272,-1.388795633832779,-2.0233426969850312e-05,-2.1609079924229328e-07,-4.022872751709138e-07,-5.699240247174627e-07,-1.0205454193327917e-06,-1.6820156132720749e-07
2103,138922395601.7604,1550.5086556676747,-0.3499136762635955,-3.7040859981467614e-05,-4.812595958874494e-07,-7.189217922342834e-07,-9.395632841215704e-07,-1.5442775400491536e-06,-3.160195733274889e-07
2104,45535645452.57779,2315.4463180537596,-1.4450497840600143,-8.932471345167954e-06,-9.635507991648686e-08,-1.7926212565164623e-07,-2.530880100172813e-07,-4.494402057185129e-07,-6.94640853151789e-08
2105,135615651877.02776,2758.289217224282,-0.43663496961752357,-3.122079858209296e-05,-4.2277527283447217e-07,-6.29694180729374e-07,-8.21774363477482e-07,-1.3482041133578846e-06,-2.5997504090664716e-07
2106,279125709649.59393,1180.280223945012,-1.8038763515784002,-4.355455578310177e-05,-4.153299028799395e-07,-9.077691823301245e-07,-1.3339925785528404e-06,-2.4512049654041817e-06,-4.5487098391197635e-07
2107,92064564846.33049,2259.849117427524,-0.4354776593829841,-2.3215769391564454e-05,-3.0347342571353133e-07,-4.5556122824260383e-07,-5.964935458092692e-07,-9.82058467650237e-07,-1.8357329720702098e-07
2108,230844860174.55002,2239.285281535771,-1.5981543439942703,-3.771818766047499e-05,-4.0484545722454326e-07,-7.829866085036182e-07,-1.120443988901365e-06,-2.023621178137413e-06,-3.508359526337379e-07
2109,204067748867.18265,1974.3727842072285,-0.3075060123662585,-4.9386607092463585e-05,-6.662369012622687e-07,-9.807750780671903e-07,-1.273162955013018e-06,-2.07519261110595e-06,-4.405081049070351e-07
2110,71986288518.65681,721.3034215162925,-1.7112692662831313,-1.6510508526409715e-05,-1.4106113551871616e-07,-3.156333882920364e-07,-4.693316713683245e-07,-8.776774740587608e-07,-1.4063607856883038e-07
2111,146138740640.026,2419.700477450387,-1.0710745444029575,-2.9219587490309943e-05,-3.5671364038894275e-07,-5.953877175080996e-07,-8.133303252254663e-07,-1.4041675951696547e-06,-2.51394101613083e-07
2112,145487757887.20932,331.17742192425163,-0.6041478269189695,-3.339756808950443e-05,-5.05954774254678e-07,-7.810182959798668e-07,-1.0285273374177553e-06,-1.6852405316233963e-06,-4.6074210238479255e-07
2113,210400049850.99182,2064.9983319571174,-1.9277995770777272,-3.133228107960294e-05,-2.845948930974101e-07,-6.54161769532516e-07,-9.768397955204983e-07,-1.8323193024430829e-06,-2.925553951717341e-07
2114,170854402347.87274,917.2686087258941,-0.4238434733095191,-4.4153945875621035e-05,-5.897245515792074e-07,-8.910199469373639e-07,-1.168461083720802e-06,-1.922350178129346e-06,-4.4096146028610677e-07
2115,155493073044.89868,1490.2214229803924,-1.7298726894219651,-2.754982874728167e-05,-2.6013930187814696e-07,-5.557884585899915e-07,-8.168589906737409e-07,-1.511687351719125e-06,-2.498973099485796e-07
2116,55887635496.82195,1396.329007594617,-1.1655862996375443,-1.3854595995839352e-05,-1.4979030914960833e-07,-2.6395427821714345e-07,-3.6734221479297995e-07,-6.458972480377706e-07,-1.0524457599702392e-07
2117,115403036320.99435,1233.0517955885243,-0.7877672836290295,-2.9662609482261794e-05,-3.5503101934949486e-07,-5.726442133781596e-07,-7.723764414162081e-07,-1.3153348198929795e-06,-2.530883464319798e-07
2118,64902612142.27321,2677.8452128957274,-0.24755743698046584,-1.672825016440556e-05,-2.2447840747518885e-07,-3.267655357607032e-07,-4.216265710668722e-07,-6.808896054795564e-07,-1.2682524013818522e-07
2119,71634715865.53532,733.6699088886203,-1.517322924348141,-1.7577331294697816e-05,-1.6465958250060893e-07,-3.341483834533214e-07,-4.851025144594263e-07,-8.883498460178428e-07,-1.4826663270081762e-07
2120,208247156874.09406,1036.657462817855,-1.183731960887373,-4.224931821954678e-05,-4.952944847370451e-07,-8.645191126834216e-07,-1.1963498700390691e-06,-2.0835679414060544e-06,-4.2947687515410436e-07
2121,40438542907.51139,1180.4492277364288,-0.28916367369419915,-1.3871251686517564e-05,-1.6642356796705828e-07,-2.487274890781921e-07,-3.249901796568408e-07,-5.335010691098877e-07,-9.587911337114038e-08
2122,50234997269.66545,2708.1466724262036,-0.8610087326865739,-1.1167162647893224e-05,-1.394592661532427e-07,-2.2193930572673196e-07,-2.970713736650214e-07,-4.995458697783208e-07,-8.555533285743738e-08
2123,144829256164.36005,493.04818777097694,-1.215946657697474,-3.174587640411066e-05,-3.741805195845319e-07,-6.673632727270306e-07,-9.277302563340687e-07,-1.616296900531811e-06,-3.597893048424405e-07
2124,209862372879.80557,1188.5260024446698,-0.42353069968155355,-5.119291035272119e-05,-6.865890996682253e-07,-1.0320798455571483e-06,-1.3506563681261331e-06,-2.2175151882538147e-06,-5.039837324076183e-07
2125,267635362703.0244,390.7076477413008,-0.14515473325521966,-5.43140150047029e-05,-9.491842724636861e-07,-1.3524842990142512e-06,-1.7165558047932241e-06,-2.679872780308708e-06,-8.366316721307899e-07
2126,283976386257.17053,2607.28284588271,-1.82833234395159,-4.060258310617578e-05,-4.127634453507644e-07,-8.62987593747222e-07,-1.259469000407064e-06,-2.3146986160894345e-06,-3.876694525653556e-07
2127,171733688311.97815,1245.7645304217376,-1.717476845844694,-3.072173489502571e-05,-2.9014678754087324e-07,-6.194254438193805e-07,-9.092779052765712e-07,-1.678432096853524e-06,-2.8943563449809187e-07
2128,65042762599.81093,1729.905581757246,-0.9232107850231595,-1.607151527048415e-05,-1.881366137551913e-07,-3.100175941281441e-07,-4.2136246213162457e-07,-7.229232111749582e-07,-1.2344597888100864e-07
2129,88045576002.96915,525.4150215205319,-0.21929336280023226,-2.9238840264676774e-05,-3.853879525298435e-07,-5.721823315796546e-07,-7.449764450950022e-07,-1.216318453038984e-06,-2.7988913516068055e-07
2130,75530254308.46593,2161.8011277187843,-1.1168473596642203,-1.6303327809324207e-05,-1.9058651535878306e-07,-3.247842148997036e-07,-4.4668236258465546e-07,-7.755981179288135e-07,-1.2982013077510275e-07
2131,168826825021.75006,2279.7767955207078,-1.896130828551852,-2.5598655983663654e-05,-2.386330189858661e-07,-5.372978909463246e-07,-7.993370593370247e-07,-1.4958001950048585e-06,-2.323238568753322e-07
2132,56614029918.1003,1397.68770659666,-0.43568833419956743,-1.716823230096384e-05,-2.096774570127776e-07,-3.190311192506577e-07,-4.2018462564604e-07,-6.965287407787477e-07,-1.2628197842924545e-07
2133,272555341770.89615,2230.438666414352,-1.7784174642533281,-4.0898272796184954e-05,-4.1305903046844193e-07,-8.570831707157331e-07,-1.2485088210216859e-06,-2.289765888891441e-06,-3.9087083311224225e-07
2134,111455150049.4446,1932.273413606577,-1.5926194333996466,-2.050213337886026e-05,-2.0930166294773777e-07,-4.162344619673514e-07,-6.009025918436589e-07,-1.0951227391974678e-06,-1.7481288697677142e-07
2135,169807079905.21207,2459.9933405479906,-0.7845278316301942,-3.5998197276634e-05,-4.6349402758201976e-07,-7.293866164182813e-07,-9.742769471841702e-07,-1.6419181354985506e-06,-3.1215446494961197e-07
2136,165782325801.05606,2443.9988015046656,-1.1862209550801885,-3.1552150279703916e-05,-3.783203846992908e-07,-6.471580806688485e-07,-8.917577317564994e-07,-1.5534922169978355e-06,-2.768447369448336e-07
2137,61365310948.05652,1013.8933011486914,-1.7782744875354006,-1.3200074920409062e-05,-1.1028188507136087e-07,-2.5385066366422083e-07,-3.8001163311915114e-07,-7.151397000871164e-07,-1.0589870272571732e-07
2138,98877465885.9344,1405.5100316086516,-1.6581640085573677,-1.941123619117032e-05,-1.8348326433998294e-07,-3.8459492211275453e-07,-5.630921453030187e-07,-1.039504843333961e-06,-1.6440142428014119e-07
2139,224225906551.25092,2415.2824692216727,-1.7451253741639607,-3.446129432822037e-05,-3.536105403340455e-07,-7.235748548278523e-07,-1.0513772621649297e-06,-1.926189766485112e-06,-3.2022033358122504e-07
2140,62537278327.149475,1152.1401648545411,-1.6909406313056239,-1.345226372003089e-05,-1.1966706705097808e-07,-2.599363150642049e-07,-3.8393890041426287e-07,-7.141615972191586e-07,-1.072439639980882e-07
2141,48555254695.252655,1714.204176302137,-1.213032396327537,-1.1304546041991263e-05,-1.23223707204768e-07,-2.1781621211061922e-07,-3.0314218823820546e-07,-5.321878332158627e-07,-8.493953855933893e-08
2142,58618625071.480644,2637.7745499424573,-0.004436435507079839,-1.6170059241961223e-05,-2.1957961039163042e-07,-3.111448835762288e-07,-3.963835046642579e-07,-6.299624714652809e-07,-1.1966614977648349e-07
2143,171284750062.44208,758.056357968791,-0.20086767328898913,-4.639951503819377e-05,-6.461300804392568e-07,-9.468640417545448e-07,-1.2243866220410843e-06,-1.9787927881160428e-06,-4.868900698101179e-07
2144,42585937804.29453,1814.029708879071,-1.3298313031027245,-9.460204015162783e-06,-1.0055177134311465e-07,-1.8325143944592837e-07,-2.5734355326537254e-07,-4.5526475668248034e-07,-7.081952745612057e-08
2145,284592026117.4123,1711.978238154469,-1.7443690974232773,-4.418913276730863e-05,-4.423578866850232e-07,-9.185109257083402e-07,-1.3365934129529752e-06,-2.444004191211225e-06,-4.364455054393306e-07
2146,50671842757.27061,924.9528993351511,-1.3767552011559854,-1.320930090273406e-05,-1.2901063072829581e-07,-2.46929785986204e-07,-3.527945357935479e-07,-6.368405197048793e-07,-1.0097683320746511e-07
2147,265464670515.50375,1726.4759939299474,-1.0920587367539891,-5.10513217646298e-05,-6.210658442929343e-07,-1.0413124832128833e-06,-1.4226228857701186e-06,-2.450201983404436e-06,-4.930289717676627e-07
2148,213376589323.0563,786.9102441056897,-0.5459144795670634,-5.023969682813422e-05,-6.827313999899362e-07,-1.044520874625948e-06,-1.3746699134459224e-06,-2.2636497727341903e-06,-5.509294723685752e-07
2149,126429864929.82495,669.0405702248536,-0.17673370201527172,-3.755442339281128e-05,-5.138408299565268e-07,-7.54855394348397e-07,-9.778184493898047e-07,-1.5856794063209678e-06,-3.7693239374401365e-07
2150,56080818089.45145,488.8012116365959,-1.9466909543217454,-1.2990650493597673e-05,-9.119340160253374e-08,-2.4683957870068885e-07,-3.810059755635812e-07,-7.341816099453484e-07,-1.1235377744795991e-07
2151,123041156908.10298,990.5346112606203,-0.6456728136760033,-3.323401038559154e-05,-4.0846230516713934e-07,-6.431027227283997e-07,-8.588308566261705e-07,-1.4454820722933537e-06,-2.9690947019459646e-07
2152,174105054979.59772,2510.9051297346177,-1.7540985203898585,-2.7179865455387855e-05,-2.769939976376689e-07,-5.72152445104161e-07,-8.338282668175328e-07,-1.532483204170686e-06,-2.458206542090885e-07
2153,80224925102.65768,2764.5550149549313,-1.902677503857933,-1.2178004190957535e-05,-1.1609625393684989e-07,-2.6023347308891415e-07,-3.8607438973169496e-07,-7.187340095343765e-07,-1.045889289430587e-07
2154,109241160128.72598,1387.717036183358,-1.9459898395042219,-1.8999906979144666e-05,-1.5321864836931747e-07,-3.814883893502312e-07,-5.800918027056748e-07,-1.1057388124308838e-06,-1.6558101988683394e-07
2155,45296834833.05617,1896.9762534353488,-1.2316073177189293,-1.0199503590012432e-05,-1.1209017322925315e-07,-1.9796349672298016e-07,-2.752571658515363e-07,-4.822974424760633e-07,-7.66201933916998e-08
2156,256654128852.99066,1353.4295422713901,-0.09056796294223912,-6.325378375733357e-05,-8.980351923519912e-07,-1.288736679673576e-06,-1.651423332949151e-06,-2.64300125905554e-06,-6.357222514041345e-07
2157,184799237250.36426,1844.490726788492,-1.0904258154076731,-3.773423727039975e-05,-4.489988780627409e-07,-7.58246421119597e-07,-1.0398911284765018e-06,-1.8018451531453187e-06,-3.391661623697955e-07
2158,161318796437.40616,1420.7707225486429,-1.368911214766486,-3.230081749684249e-05,-3.490556111309961e-07,-6.444261699039204e-07,-9.100011350854883e-07,-1.6228221258696124e-06,-2.932107782427796e-07
2159,241059327374.70236,1768.861115740178,-0.7437295315370493,-5.170623762148816e-05,-6.643449382182892e-07,-1.0415342471030491e-06,-1.3879197352864392e-06,-2.329081784865424e-06,-4.859370782889434e-07
2160,121320240728.16907,623.8558451867607,-1.0081669755758862,-3.0036749890250097e-05,-3.571247040278554e-07,-6.068854729035268e-07,-8.325630090186893e-07,-1.4379019491176963e-06,-3.0372468479968404e-07
2161,92281106173.50516,1255.77417367254,-1.0967606737860731,-2.251404629274017e-05,-2.506411467928056e-07,-4.3404717126084576e-07,-6.008527962146922e-07,-1.0518180240634396e-06,-1.8557037284976456e-07
2162,199319656404.29718,1433.8711345492336,-1.1411720829777774,-4.08818331456484e-05,-4.774274435346618e-07,-8.206981421780974e-07,-1.1316593789003976e-06,-1.96911650552059e-06,-3.8433844142941317e-07
2163,205064979398.5436,1185.8286960519517,-0.6761718385912068,-4.752929716602787e-05,-6.124516158427759e-07,-9.5796929617744e-07,-1.2746178058879687e-06,-2.1326035317175507e-06,-4.656804991993843e-07
2164,136627344962.83076,2403.23968975352,-1.7959618212935107,-2.1693620252392e-05,-2.1337205841258875e-07,-4.549811156331006e-07,-6.684607465247073e-07,-1.2373594013405657e-06,-1.9176327446455123e-07
2165,192113863427.9544,1772.7956146949589,-1.7100685366225958,-3.224506761885349e-05,-3.178591984941196e-07,-6.597061223903111e-07,-9.62231120650483e-07,-1.7682946429617156e-06,-2.9776962914401686e-07
2166,209215321599.08484,836.4778231250156,-1.2014722810933247,-4.233880000122095e-05,-4.982143736216232e-07,-8.748880501292073e-07,-1.211486345827497e-06,-2.10658734351218e-06,-4.515509276572242e-07
2167,53075615728.94861,1143.0944816488186,-1.1007644470093265,-1.4239065373628347e-05,-1.5301934265110777e-07,-2.6695937653471143e-07,-3.703987290245963e-07,-6.496017613641835e-07,-1.0734095858674733e-07
2168,65485491835.09792,1324.9164610662954,-0.15532552026625313,-2.1129300853298854e-05,-2.673066942320838e-07,-3.921291500464376e-07,-5.083500068318628e-07,-8.275364619642191e-07,-1.581413387318048e-07
2169,228386903768.62653,912.8623605929537,-0.5226283970962573,-5.331249616832831e-05,-7.225955689946985e-07,-1.1001757232162725e-06,-1.445573076135867e-06,-2.377857010147588e-06,-5.70409793638918e-07
2170,41340276419.056984,2783.259135945359,-1.1278329734015444,-8.487941146515083e-06,-1.0160087195549388e-07,-1.7034581503444028e-07,-2.322222733301377e-07,-3.9748324753672265e-07,-6.538701120485206e-08
2171,57433349211.34396,2161.4087077903687,-0.3076376841615618,-1.5773122256308074e-05,-2.0385101549885843e-07,-3.009906413265086e-07,-3.909597056453695e-07,-6.36678212261131e-07,-1.1655313832692967e-07
2172,176498229610.1923,1416.638059528758,-0.6525286725009838,-4.2327564677619134e-05,-5.357099876008163e-07,-8.356257262348301e-07,-1.1116460856369593e-06,-1.862863623899974e-06,-3.856885064411901e-07
2173,46707137624.77345,1356.1306071281394,-0.6339398653461279,-1.3873351881923877e-05,-1.6296840005560668e-07,-2.560070661760837e-07,-3.415603440040752e-07,-5.741988269817204e-07,-9.974995178702532e-08
2174,142471968223.24625,2585.6478138356583,-0.2041614638992919,-3.5034563349780315e-05,-4.819582938297596e-07,-6.987618991720563e-07,-9.009546623652036e-07,-1.4571233535585063e-06,-2.910490361193886e-07
2175,68671262854.383545,2796.1883252063167,-0.08408453709403063,-1.8060868693690433e-05,-2.473382830963995e-07,-3.530194654545875e-07,-4.5136510378909957e-07,-7.208916321610834e-07,-1.3713868290001097e-07
2176,54352225692.63287,577.6206990913463,-1.9233272192306703,-1.2554597051358893e-05,-8.985916919369758e-08,-2.3713292964550027e-07,-3.646553195697068e-07,-7.012123734008732e-07,-1.0451299175120946e-07
2177,116223460402.24565,765.13670252937,-0.24640461665054625,-3.5347903620365124e-05,-4.633922357327496e-07,-6.880819959892226e-07,-8.961477683797428e-07,-1.4644189861182335e-06,-3.2942348360806693e-07
2178,56312475896.071915,889.5661260595333,-0.7382825780726077,-1.7650796518998547e-05,-2.0096229105880923e-07,-3.2490281468700814e-07,-4.387334547362314e-07,-7.483609838128897e-07,-1.345429114222416e-07
2179,54705786062.71367,1605.9595120090285,-0.9194068862554843,-1.4059755731550094e-05,-1.6205901678342838e-07,-2.675349941652291e-07,-3.637977403831621e-07,-6.242505506992408e-07,-1.0524337275953641e-07
2180,121009535787.50932,835.176687570128,-0.5808622669775734,-3.365891238601377e-05,-4.2049974361808233e-07,-6.55611185562135e-07,-8.717712607920728e-07,-1.4592196733188705e-06,-3.1091380236043856e-07
2181,266964571571.34958,2634.900120062129,-1.036735320991114,-4.928463918906263e-05,-6.24158014532916e-07,-1.0185843330651418e-06,-1.3791123445489995e-06,-2.35703247011335e-06,-4.556825890305443e-07
2182,209598444516.9113,1121.1246761546709,-0.16453853070750868,-5.3949990885186966e-05,-7.513720210362592e-07,-1.092445360044805e-06,-1.4084762860573614e-06,-2.2712596529504467e-06,-5.396326612261989e-07
2183,151499557548.84238,998.3786326873137,-0.16213134941520813,-4.3171066955201336e-05,-5.794770797656274e-07,-8.474500180205153e-07,-1.0961805229796159e-06,-1.7767646142006797e-06,-4.0495791531893453e-07
2184,46864497723.8287,1069.5961485680994,-0.7281075060262672,-1.4470021116711873e-05,-1.6483924562828417e-07,-2.6504850458930547e-07,-3.5703878057506787e-07,-6.070520657962309e-07,-1.0513019940907785e-07
2185,43510430290.0619,2104.1135332763815,-0.9087321659863041,-1.0477424018707456e-05,-1.2415014168574723e-07,-2.0182268100657057e-07,-2.7246319893127456e-07,-4.62733146955374e-07,-7.739328432661149e-08
2186,259347190362.75302,562.9079506575147,-0.5224958608781016,-5.351402316708189e-05,-8.148405666900027e-07,-1.230219295644378e-06,-1.6049981037885353e-06,-2.6008015539358462e-06,-7.087381333323118e-07
2187,151239112912.1259,2743.7036896432564,-1.2467149273130946,-2.773847445744734e-05,-3.333821650232925e-07,-5.759249807292856e-07,-7.961914038751414e-07,-1.3913812274360415e-06,-2.41704089791667e-07
2188,214416377275.58456,2324.178228897648,-0.10987678312970184,-5.229687426234318e-05,-7.280131025814192e-07,-1.043354060651068e-06,-1.3378548911080718e-06,-2.1487848736055732e-06,-4.6165168728694796e-07
2189,75520529564.63907,1274.5974672718353,-0.6371385648842527,-2.1464876995472188e-05,-2.575634996819898e-07,-4.0542262901682223e-07,-5.417093338170543e-07,-9.133279842916155e-07,-1.6785507773805144e-07
2190,90952514262.61142,341.02093982951305,-1.0525646986543664,-2.3777004136188373e-05,-2.8675356340288175e-07,-4.942022566481758e-07,-6.799674139396512e-07,-1.1740993740116445e-06,-2.658648458013559e-07
